# Este arquivo mostra os resultados obtidos pela classificação feita por Bag of Words
ID	TITLE	SMARTPHONE
4174800	Smartphone Samsung Galaxy Ace 4 Duos G313M/DS Cinza com Tela de 4”, Dual Chip, Android 4.4, Câmera 5MP, 3G e Processador Dual Core de 1GHz	False
4186072	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	False
4188382	Samsung Galaxy Ace 4 Duos G313M/DS Branco com Tela de 4”, Dual Chip, Android 4.4, Câmera 5MP, 3G e Processador Dual Core de 1GHz	False
4333921	"Samsung Galaxy E5 4G Duos E500M/DS Branco com Dual Chip, Tela 5"" HD sAMOLED, Android 4.4, Câmera 8MP e Processador Quad Core 1.2GHz"	False
4382821	"Samsung Galaxy A5 4G Duos A500M/DS Dourado com Dual Chip, Tela 5"", Android 4.4, Câm.13MP e Processador Quad Core 1.2GHz"	False
4457760	"Desbloqueado Samsung Galaxy S6 Edge SM-G925I Verde com 64GB, Tela de 5.1"", Android 5.0, 4G, Câmera 16 MP e Processador Octa Core"	False
4457762	"Samsung Galaxy S6 Edge SM-G925I Preto com 64GB, Tela de 5.1"", Android 5.0, 4G, Câmera 16 MP e Processador Octa Core"	False
4457764	"Samsung Galaxy S6 Edge SM-G925I Branco com 64GB, Tela de 5.1"", Android 5.0, 4G, Câmera 16 MP e Processador Octa Core"	False
4626851	"Smartphone Microsoft Lumia 640XL Dual Preto com Windows Phone 8.1, Tela de 5.7"", Dual Chip, 3G, Câmera 13MP e Processador Quad Core de 1.2 GHz"	False
5409352	"Samsung Galaxy Win 2 Duos TV G360BT Cinza com Dual Chip, Tela de 4.5"", TV Digital, Android 4.4, Câm. de 5MP e Processador Quad Core 1.2 GHz"	False
5409353	"Smartphone Samsung Galaxy Win 2 Duos TV G360BT Branco com Dual Chip, Tela de 4.5"", TV Digital, Android 4.4, Câm. de 5MP e Processador Quad Core 1.2GHz"	False
6034913	Positivo Quattro X435 Preto com Dual Chip, Tela 5”, Android 5.1, Câmera 5MP, 4G, Wi-Fi, Bluetooth e Processador Quad Core 1.0GHz	False
7259387	"LG K4 Indigo com 8GB, Dual Chip, Tela de 4.5"", 4G, Android 5.1, Câmera 5MP e Processador Quad Core de 1GHz"	False
7259389	"LG K10 TV Índigo com 16GB, Dual Chip, Tela de 5.3"" HD, 4G, Android 6.0, Câmera 13MP e Processador Octa Core de 1.14 GHz"	False
7528302	Multilaser MS50 Colors Preto com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	False
7528303	Multilaser MS50 Colors Branco com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	False
7528304	Multilaser MS50 Senior Preto com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	False
7923488	ASUS Zenfone II ZE551 16GB 4G Tela 5.5 ZE551ML-6C705WW - BVOLT	True
8105618	Asus Zenfone 2 ZE551ML, 4G Android 5.0 Intel Quad Core 2.3GHz 16GB Câmera 13MP Tela 5.5, Dourado	False
10025085	Moroccanoil Brilho Reflexivo Glimmer Shine 100 ml	False
10025985	Telefone de Mesa Estilo Roda Azul c/ Luz - AR5063	False
10026064	Maquina Para Corte E Acabamento De Pelo / Cabelo Wahl Detailer 5 Star Series Bivolt	False
10026491	Kit 4 Tinta Epson Universal High Definition Aton Cmyk 1 Litro	False
10026591	Caminhão Super Bombeiro Resgate Som E Luz - Magic Toys	False
10027375	Acordeon Sanfona 48 Baixos Michael Acm4803 C/ Bag E Hardcase	False
10027491	"Capa Folio Universal Rotativa 4"" Preta - Muvit"	False
10027515	Capa Iphone 6 Plus - Muvit	False
10027542	Transformers 4 Power Battlers Dinobot Strafe - Hasbro	False
10028171	Lixeira Basculante Grande 60 Litros Sanremo	False
10029373	Violão Infantil Acústico Nylon Michael Vm10e Bk 1/4 Preto	False
10029788	Marvel-Estojo Xeryus 4535	False
10029794	Playground Modular Advanced - Xalingo	False
10029797	Violão Jumbo Elétrico Michael Vm625dt Venetian Com Bag	False
10029798	Violão Elétrico Michael Vm921 Folk Aço Natural Fosco C/Bag	False
10029821	Cars-Rádio Controle Mater Tokyo Drift Yellow 2413	False
10029845	Violão Elétrico Michael Venetian Vm625dtst Aço - Natural Satin	False
10029931	Kit Babete Feminina com 3 Unidades Bordada Chocalho	False
10049750	Colchão Solteiro De Espuma Ortobom Viscomemory 88x188x32	False
10057726	Tinta Para Cartucho Hp 935xl Cyan Pigmentada 1 Litro Aton High Definition	False
10074259	Pelicula De Vidro Temperado Para Celular Lg G2 Lite D295	False
10074262	Pelicula De Vidro Temperado Para Samsung Galaxy E7 E700	False
10074327	Pelicula de Vidro Temperado para Asus Zenfone 6	False
10076032	Tinta Para Cartucho Hp E3e03a | 935xl Cyan Pigmentada 100ml	False
10078038	Playground Modular Adventure - Xalingo	False
10080076	Playground Modular Future - Xalingo	False
10080645	Pigmento Dailus Color Pro 06	False
10080655	Pigmento Dailus Color Pro - 04	False
10106758	Kit com 6 Porta-copos Bola 1	False
10111398	Memoria 4gb Ddr3 1333 Kvr13n9s8/4 Kingston	True
10111460	Tinta Para Cartucho Hp 935xl Cyan Pigmentada 500ml Aton High Definition	False
10111474	Tinta Para Cartucho Hp 935xl Magenta Pigmentada 100ml Aton High Definition	False
10111480	Tinta Para Cartucho Hp 934xl Black Pigmentada 500ml Aton High Definition	False
10119246	Headphone Sense Oex Hp-100 Preto	False
10146854	Estojo Nintendo Ds Mini Folio Pink Ds Nin	False
10156714	Colar Masculino Couro Zíper E Caveira Preto	False
10156720	Pulseira Masculina Feminina Lava Vulcância Crucifixo	False
10156960	Kit Pulseira Masculina Feminina Couro E Crucifixo	False
10157001	Cinta Slackline Azul 15 metros	False
10157055	Pulseira Masculina De Couro E Placa Faithfé	False
10157059	Kit Pulseira Masculina Couro E Tubo Açaí	False
10157104	Pulseira Masculina Feminina Couro Marrom Infinito Vintage	False
10157109	Pulseira Masculina Crucifixo E Ônix	False
10157129	Pulseira Masculina Pedra Ônix Olho Tigre	False
10157130	Pulseira Masculina Couro E Crucifixo Envelhecido	False
10157158	Kit Pulseiras Masculinas Femininas Couro E Olho Grego	False
10157160	Pulseira Masculina Pedra Ônix E Turquesa	False
10157164	Pulseira Masculina Feminina Pedra Ônix E Olho De Tigre	False
10157261	Pulseira Masculina Couro E Simbolo Infinito Ouro Velho	False
10157269	Pulseira Masculina Pedra Natural Jaspe	False
10157481	Kit Pulseiras Masculinas Femininas Turquesa Açaí E Cristais	False
10157538	Pulseiras Masculinas Couro E Crucifixo	False
10157548	Pulseira Masculina Feminina Pedra Ônix E Turquesa	False
10157589	Pulseira Masculina Shambala Olho De Tigre E Metais	False
10157599	Pulseira Masculina Shambala Ancôra	False
10157627	Kit Pulseiras Masculinas De Couro Anzol E Metal	False
10158095	Colar Masculino Em Couro Pingentes Preto	False
10168060	Capa  Película Vidro Iphone 5 / 5s Silicone Tpu Premium - Husky - Fumê	False
10169722	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd11)	False
10170169	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd06)	False
10170351	Bumper + Case Ero Iphone 4 /4s Original Premium + Película (Bd05)	False
10170805	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd01)	False
10171144	Bastão Retrátil em Polímero	False
10171191	Calça Feminina Camuflada Estonada Woodland Black	False
10171277	Churrasqueira Rotativa Vertical à Gás Amarela 1055 - Malta	False
10172173	Coldre Com Protetor De Coxa E Adaptador De Cintura - Canhoto	False
10172236	Bumper + Case Ero Iphone 4 /4s Original Premium + Película (Bd06)	False
10172238	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd13)	False
10172241	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd12)	False
10172251	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd10)	False
10172255	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd08)	False
10172262	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd05)	False
10172264	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd07)	False
10172273	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd04)	False
10172275	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd03)	False
10172279	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd02)	False
10174174	Capacete Agv Blade Celebr-8 Black	False
10174707	Película Vidro Temperado Lg G4 / Dual Proteção Máxima Invisível Alta Definição - Husky	False
10175114	Capa  Película Vidro Lg G4 / Dual Silicone Tpu Premium - Husky - Fumê	False
10175869	Película Vidro Temperado Moto Maxx Proteção Máxima Invisível Alta Definição - Husky	False
10176703	Forno Micro Ondas Panasonic Nn-St674s Inox 32l	False
10178736	Capa Lg G4 / Dual Silicone Tpu Premium - Husky - Fumê	False
10188031	Seladora Manual Térmica Com Pedal 25cm Para Embalagens 166 - Malta	False
10193770	Película Vidro Temperado Sony Xperia Z3 Compact Proteção Máxima Invisível Alta Definição - Husky	True
10195070	Kit 4 Tintas A Cartucho Hp 940 Cmyk Aton 100ml	False
10198749	Tinta Para Cartucho Hp 22 28 57 Cyan 500ml Corante	False
10198750	Tinta Para Cartucho Hp 22 28 57 Yellow 500ml Corante	False
10198759	Kit 4 Tintas Cmyk Para Cartucho Hp 21 | 22 1 Litro	False
10198837	Tinta Para Cartucho Hp 22 28 57 Magenta 500ml Corante	False
10198872	Kit 4 Tintas Cmyk 500ml Para Cartucho Hp 21 | 22	False
10198879	Tinta Para Cartucho Hp 21 27 56 Black 1 Litro Pigmentada	False
10198882	Tinta Para Cartucho Hp 22 28 57 1 Litro Corante Magenta	False
10198974	Tinta Para Cartucho Hp 940 Magenta Aton 100ml Corante	False
10198981	Tinta Para Cartucho Hp 22 28 57 1 Litro Corante Cyan	False
10199588	Churrasqueira Rotativa Vertical À Gás Vermelha 1054 - Malta	False
10200151	Kit 6 Tinta L800 Para Epson Bulk Ink Aton Cmyk 1 Litro	False
10200263	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 1 Litro	False
10200264	Tinta Para Cartucho Canon Cl211 | Mp495 Yellow Corante 1 Litro	False
10200268	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 1 Litro	False
10200288	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 500ml	False
10200290	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 500ml	False
10200292	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 100ml	False
10200300	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 100ml	False
10200306	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 1 Litro	False
10200335	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 500ml	False
10200346	Tinta Para Cartucho Canon Cl211 | Mp495 Yellow Corante 500ml	False
10200449	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 100ml	False
10200778	Capa Para Samsung S4 I9500 Homer Simpson Beer Now Com Película Protetora	False
10200842	Coqueteleira Blender Com Mola 600 Ml - Atlhetica	False
10200929	Capa para Celular Samsung S View Cover Galaxy S4 Mini, Branca	False
10201171	Anabolizante Capilar 1kg Forever Liss	False
10201863	Capacete Peels Spike Ladybug	False
10202297	Protetores Premium Iphone 4/4s Coloridos Dgipod1578 Isound	False
10202888	Bumper Para Iphone 5/5s Com Botões Cromados (Branco/Transparente)	False
10202890	Bumper Para Iphone 5/5s Com Botões Cromados (Azul)	False
10202891	Bumper Para Iphone 5/5s Com Botões Cromados (Branco)	False
10203071	Bota Masculina Mondeo Urban City Couro Preta	False
10203446	Película Protetora Ipod 30 E 60 Gb 2 Unid 18288 I-Concepts	False
10205638	Coldre Com Protetor De Coxa E Adaptador De Cintura - Destro	False
10206264	Tablet Multilaser M7s Quad Core Wi fi 7 Preto Nb184	False
10206380	Buggy Com Jet Ski E Boneca - Monte Líbano	False
10214290	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd01)	False
10214291	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd03)	False
10214293	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd04)	False
10214294	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd06)	False
10214297	Bumper  Case Kate Spade Premium Ny Iphone 5/5s (Bd 09)	False
10214303	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd02)	False
10214304	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd05)	False
10214324	Bumper  Case Kate Spade Premium Ny Iphone 5/5s (Bd 01)	False
10215527	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd02)	False
10215529	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Preto)	False
10215531	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd03)	False
10215534	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Cinza)	False
10215535	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd05)	False
10215539	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd08)	False
10215541	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Pink)	False
10215544	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Roxo)	False
10215545	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Chumbo)	False
10215551	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd04)	False
10215553	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd06)	False
10215555	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Branco)	False
10215557	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Azul)	False
10215563	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Branco)	False
10215565	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Rosa)	False
10215567	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Rosa)	False
10215568	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd01)	False
10220560	Boneco Minion Stuart Fart Dart Launcher - Toyng	False
10223260	Bumper  Case Flip Cover Fashion Iphone 5/5s (Bd04)	True
10224777	Capa Bag Case Para Piano Digital Casio Privia Px5s Sc700p	False
10226488	Fonte Atx Cx430 Corsair 1v V.3 430w Real 80 Plus Bronze	False
10226623	Suporte Veicular 360°Universal Smartphones/Celulares/Gps4.3	False
10226677	Bobina Em Papel Térmico Krp 80mm X 40m Caixa Com 30 Rolos Silfer	False
10227145	Kit 4 Tintas Cmyk Para Cartucho Hp 21 22 100ml	False
10227395	Capa Case Para Ipad Air 2 Apple Giratória 360º / Caneta Touch (Rosa)	False
10227738	Gabinete Gamer Strike X Advance En58032 Vermelho Aerocool	False
10228191	Kit 2 Vias 6 Bomber Upgrade - 120 Watts Rms	False
10228654	Rastilho Plastico P/Violao - Izzo	False
10228673	Regua Caixa Rack 19´´ 8 Tomadas Traseiras Ac 2pt Nbr 2707n Projeta	False
10229005	Cabo De Força Bipolar Para Fonte De Impressora 1.5m	False
10229064	Baterial Recarregavel 300mah 3,6v Aaa Ni-Mh Flex	False
10229098	Kit Telefone Celular Fixo Prokd-6000 Preto Proeletronic	False
10229104	Bateria Para Telefone Rural Ca40/Ca42/Ca403g 053048a Aquario	False
10229203	Memória Kingston Hyperx Savage 4gb 1600mhz Ddr3 Cl9 Vermelha Hx316c9sr/4	True
10229265	Película Para Sony Xperia P - Diamant	False
10229279	Memória 4gb Ddr3 Kingston Hyperx Fury 1600mhz Vermelho (Hx316c10fr/4)	False
10229375	Tablet Samsung Galaxy Tab A 4g Sm-P355m,8,16gb,Câmera 5mp, Android 5.0,Quad Core 1.2 Ghz  Branco	False
10229598	Guardanapo De Papel Folha Simples Azul Claro 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10230429	Camiseta Decote V Plus Size	True
10230494	Memória 8Gb (1X8gb) Ddr3 1866Mhz Hyperx Fury Black Hx318c10fb/8 Kingston	False
10231173	Memoria Kingston HYPER X FURY RED DESK 8GB DDR3 1866 HX318C10FR/8	True
10231219	Memoria Desktop Gamer Hyperx Ddr3 Fury 8gb 1600mhz Ddr3 Non-Ecc Cl10 240-Pin Udimm Blue - Kingston	False
10231221	Memoria Desktop Gamer Hyperx Ddr3 Fury 8gb 1600mhz Ddr3 Non-Ecc Cl10 Udimm Black - Kingston	False
10231251	Memoria Desktop Gamer Hyperx Ddr3 Fury 4gb 1866mhz - Kingston	False
10231284	Linha YGK Nitlon DFC Fluorocarbon (0,32mm - 14lb) 100m	False
10231290	Memoria Desktop Gamer Hyperx Ddr3 Fury 4gb 1600mhz Ddr3 Non-Ecc Cl10 240-Pin Udimm Red - Kingston	False
10232662	Linha Ygk G-Soul Super Jigman X4 2.5 (0,26mm - 35lb) 300m	False
10236905	Capacete Ls2 Ff358 Réplica Alex Barros	False
10252444	Omnitrix Touch Omniverse Nova Versão - Sunny 654	False
10255571	Tartarugas Ninja - Splat Flyer - Dtc	False
10257994	Xploderz Munição - Sunny 401	False
10260741	Guardanapo De Papel Rosa Com Bolinha Branca Dafesta	False
10270678	Relógio De Ponto Cartografico	False
10272343	Colar Masculino Couro Pingentes Crucifixo E Nossa Senhora Aparecida Preto	False
10287158	Cortina Tipo Tenda Castelo Lilás Para Cama Alta Com Armário ? Casatema	False
10298119	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd07)	False
10337346	Wella Professionals Enrich - Máscara Hidratante Cabelo Normal a Fino 500ml	False
10338992	Coifa de Parede Esmeralda 90 Cm Inox - Suggar	False
10344521	Balcão de pia com 2 portas e 3 gavetas Bella - Acabamento em Melamínico - MDP - Branco/ Rústico	False
10355779	Carro Roller Baby Versati Mex Elt Azul Magic Toys 1034	False
10355794	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Verde)	False
10361123	Tinta Para Cartucho Hp 22 28 57 Yellow 100ml Corante Aton	False
10361282	Kit 4 Tintas Cmyk Aton Para Cartucho Hp 21 22 500ml	False
10361924	Kit 4 Tintas Cmyk Para Cartucho Hp 74 75 Aton 1 Litro	False
10362052	Tinta Para Cartucho Lexmark 26 Cyan Corante 1 Litro	False
10362157	Bicama Solteiro Empilhável ou Casal Madeira Maciça - Laqueado Branco - Casatema	False
10362166	Cama Solteiro Empilhável Madeira Maciça - Laqueado Branco - CasaTema	False
10363102	Carteira Travel Wallet Sea To Summit Roxo G	False
10365719	Cabo Hdmi X Dvi 1.8 Metros Hdmi 1.4 10,2 Gbps	False
10365733	Caixa De Papelão Para Pipoca Amarela Com 8 Unidades Dafesta	False
10365825	Caixa De Papelão Para Pipoca Branca Com Bolinha Azul Com 8 Unidades Dafesta	False
10365978	Caixa De Papelão Para Pipoca Branca Com Bolinha Rosa Com 8 Unidades Dafesta	False
10366581	Guardanapo De Papel Lilás Com Bolinha Branca Dafesta	False
10366600	Guardanapo De Papel Marrom Com Bolinha Azul Dafesta	False
10366654	Guardanapo De Papel Folha Simples Rosa Claro 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10366662	Guardanapo De Papel Azul Escuro Folha Simples 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10366697	Estêncil Para Pintura Simples 14x14 Selo Paris - Opa1742 - Opa	False
10366736	Guardanapo De Papel Folha Simples Vermelho 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10366842	Caixa De Papelão Para Pipoca Branca Com Bolinha Vermelha Com 8 Unidades Dafesta	False
10366893	Guardanapo De Papel Marrom Com Bolinha Rosa Dafesta	False
10366941	Roland Td-1k Bateria	False
10366959	Guardanapo De Papel Folha Simples Amarelo 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10367016	Caixa De Papelão Para Pipoca Rosa Com 8 Unidades Dafesta	False
10367225	Caixa De Papelão Para Pipoca Lilás Com 8 Unidades Dafesta	False
10367244	Caixa De Papelão Para Pipoca Rosa Com Bolinha Marrom Com 8 Unidades Dafesta	False
10367365	Guardanapo De Papel Folha Simples Verde Bandeira 30 X 33cm Pacote Com 50 Unidades Dafesta	False
10369391	Estêncil Para Pintura Simples 20x25 Flor De Lotus - Opa1775 - Opa	False
10369397	Estêncil Para Pintura Simples 20x25 Gaiola - Opa1777 - Opa	False
10370098	Capa Case Para Samsung Galaxy S4 Minigel Rosa Muski0146 Muvit	False
10370525	Estêncil Para Pintura Simples 10x10 Alho - Opa1706 - Opa	False
10370542	Estêncil Para Pintura Simples 10x10 Pimentão - Opa1716 - Opa	False
10370544	Estêncil Para Pintura Simples 10x10 Manche - Opa1714 - Opa	False
10370548	Estêncil Para Pintura Simples 10x10 Mandala Arabesco - Opa1715 - Opa	False
10370549	Estêncil Para Pintura Simples 10x10 Ladrilho Flor - Opa1712 - Opa	False
10370558	Cabo Usb Retrátil  3 Adaptadores Preto - Muvit	False
10370563	Estêncil Para Pintura Simples 10x30 Gaveta Colonial - Opa1721 - Opa	False
10370570	Estêncil Para Pintura Simples 10x30 Flores Tulipa Ii - Opa1720 - Opa	False
10370587	Estêncil Para Pintura Simples 15x20 Brinco De Princesa - Opa1750 - Opa	False
10370588	"Par Alto Falante 6x9"" Bravox B4x69 P - 160w Rms O Par - 4 Ohms"	False
10370606	Estêncil Para Pintura Simples 10x30 Íris - Opa1725 - Opa	False
10370609	Estêncil Para Pintura Simples 15x20 Coffee - Opa1753- Opa	False
10370610	Estêncil Para Pintura Simples 10x30 Zíper - Opa1729 - Opa	False
10370615	Estêncil Para Pintura Simples 15x20 Bandeirinha - Opa1749 - Opa	False
10370618	Estêncil Para Pintura Simples 15x20 Com Amor - Opa1754 - Opa	False
10370623	Estêncil Para Pintura Simples 10x30 Margaridas - Opa1727 - Opa	False
10370626	Estêncil Para Pintura Simples 15x20 Estamparia 4 Pontas - Opa1755 - Opa	False
10370638	Estêncil Para Pintura Simples 10x30 Gaveta Colonial Ii - Opa1722 - Opa	False
10370833	Memory Foam Playthru (Estojo Para Nds Preto) Lat	False
10370901	Estêncil Para Pintura Simples 15x20 Estamparia Retrô - Opa1757 - Opa	False
10370902	Estêncil Para Pintura Simples 20x25 Frase De Motivação - Opa1776 - Opa	False
10371043	Kit Violão Strinberg Folk Sd20 Elétrico Com Afinador + Capa + Acessórios - Preto	False
10376300	Chicote Leader Marine Sports 12 (30,4cm - 30pçs)	False
10379196	Whey 900gr - Brn Foods (val. abr/16)	False
10379436	Cd Emicida - O Glorioso Retorno De Quem Nunca Esteve Aqui - 2013	False
10380195	Capa para Vade Mecum, Livros e Bíblias Marca Fácil P - Maravilha Vermelha	False
10380246	Fone Com Microfone Phn-M82mv/Bk Com Cont. Volume Mymax Preto	False
10380679	Álbum para Scrap Momentos - Pequeno Marfim e Kraft - Toke e Crie - 16156	False
10380728	Headset Fone Confort Multilaser Ph044 Super Bass C/ Espuma	False
10381355	Álbum para Scrap Momentos - Pequeno - ASM002 - Preto e Kraft - Toke e Crie	False
10381574	K.Pro Prime Mask - Máscara Tratamento 500g	False
10381853	Alto Falante Bravox Quadriaxial B4X69D 6X9 Polegadas 300 W Rms 4R Par	False
10381921	Ssd Gamer Hyperx Kingston Savage 240gb 2.5 Sata Iii Shss37a/240g	False
10382106	Kit Cartões para Scrap Momentos By Ivana Madi - Bebê Menina	False
10382119	Refil Plástico Para Álbum 16x22 Com 2 Divisórias E 10 Unidades Rsm003 - Toke E Crie	False
10382199	Kit Cartões para Scrap Momentos By Ivana Madi - Gravidez	False
10382207	Kit Cartões Para Scrap Momentos Celebrate Kcsm004 - Toke E Crie By Ivana Madi	False
10382224	Kit Cartões para Scrap Momentos By Ivana Madi - Bebê Menino	False
10382227	Kit Cartões para Scrap Momentos By Ivana Madi - Amor	False
10382282	Refil Plástico Para Álbum 32x32 Com 6 Divisórias E 10 Unidades Rsm005 - Toke E Crie	False
10383948	Ventilador De Teto Venti-Delta New Beta Preto 3 Velocidades 110v	False
10383987	Câmara De Criação Do Ben 10! - Sunny	False
10384443	Pincel Macrilan Chanfrado Para Delinear	False
10384463	Pincel Macrilan Para Base Kabuki Chanfrado - G121	False
10384478	Capa Iwill Simpsons Para Samsung Galaxy S4, Duff Preta  Película Protetora, Duff-S407	False
10384490	Capa Poá Em Tpu Para Galaxy Siii, Preto E Branco	False
10384521	Capa S View Cover Samsung Galaxy S4 Mini, Preta, Ef-Ci919bbegww	False
10384538	Película De Proteção Samsung Para Galaxy Siii, Borda Preta, Etc-G1g6begstd-3	False
10384543	Capa Smartprotect Flip Cover Funny Para Galaxy Siv Mini, Vermelho	False
